delivery_id,DeliveryID,order_id,OrderID,customer_id,CustomerID,carrier,Carrier,tracking_number,TrackingNum,dispatch_date,DispatchDate,estimated_delivery,EstimatedDelivery,actual_delivery,ActualDelivery,delivery_status,DeliveryStatus,delivery_attempts,Attempts,weight_kg,Weight,dimensions,Dimensions,delivery_address,DeliveryAddress,city,City,state,State,country,Country,signature_required,SignatureRequired,delivered_to,DeliveredTo,delivery_notes,SLA_met,SLAMet,return_initiated,ReturnInitiated,return_reason,tmp_del
DEL0004245,DEL0004245,ORD9270636,ORD9270636,CUST000565,CUST000565,DHL,USPS,GZ579743522,TRK78260375,05/17/2020,2020-05-17,05/20/2020,2020-05-20,,2020-05-20,Out for Delivery,Returned,5,3,29.66 lbs,46.64 kg,59x12x20 cm,59x12x20 cm,,Los Angeles,Los Angeles,Los Angeles,N/A,TX,U.S.A,DE,no,true,,Left at door,Fragile,Yes,Yes,TRUE,yes,Not delivered,
DEL0004246,DEL0004246,ORD0002932,ORD0002932,CUST001882,CUST001882,DHL,DHL,DU506414706,TRK52007323,2020-04-12,2020-04-12,NaN,2020-04-21,04/18/2020,2020-04-18,in_transit,Returned,3,5,44.16,64.94 lbs,15x36x4 cm,15x36x4 cm,"9413 Lake St, San Antonio, TX 30657",8834 Ave San Antonio,San Antonio,San Antonio,TX,TX,USA,IN,Yes,TRUE,Reception,Left at door,∑ emoji 📦,Yes,Yes,true,Yes,Not delivered,
DEL0004247,DEL0004247,,ORD0004919,CUST001647,CUST001647,DHL,UPS,NULL,TRK53129508,20-08-2021,2021-08-20,2021-08-25,2021-08-25,08/21/2021,,Returned,Returned,5,3,23.36,3.28 kg,7x58x15 cm,7x58x15 cm,Phoenix,"Phoenix, NY",null,Phoenix,NY,NY,United States,DE,No,TRUE,Recipient,Left at door,Leave at door,Yes,Yes,N,true,,
DEL0004248,DEL0004248,ORD0000858,ORD0000858,CUST000872,CUST000872,USPS,USPS,VQ617441617,TRK85275049,02/08/2020,2020-02-08,2020-02-13,2020-02-13,02/26/2020,2020-02-26,,Failed,1,3,14.97,27.82,25x39x12 cm,25x39x12 cm,"5996 Lake St, Chcago, CA 77694",Chcago,Chcago,Chcago,CA,CA,USA,DE,Y,false,N/A,Recipient,,No,No,1,false,Not delivered,
DEL0004249,DEL0004249,ORD0004162,N/A,CUST000023,CUST000023,LaserShip,DHL,RX126812086,TRK39050646,2023-12-25,2023-12-25,04-01-2024,2024-01-04,2024-01-03,2024-01-03,Pending,Delivered,,4,48050.0 g,36.13,49x50x5 cm,49x50x5 cm,"3429 Elm St, San Antonio, FL 10122",2080 Dr San Antonio,San Antonio,San Antonio,FL,FL,USA,DE,TRUE,,,Left at door,Ring bell,,Yes,no,yes,,
DEL0004250,DEL0004250,ORD0001665,ORD0001665,null,CUST000158,N/A,UPS,UB118071486,TRK63108607,07/14/2023,2023-07-14,,NULL,,2023-08-01,Returned,In Transit,1,2,10.61,9.13 kg,49x56x4 cm,49x56x4 cm,,5855 Ln Chicago,Chicago,Chicago,TX,TX,US,US,No,Yes,Left at door,Recipient,<br/>handle with care,No,No,FALSE,false,Not delivered,
DEL0004251,DEL0004251,ORD0003478,ORD0003478,CUST000445,CUST000445,OnTrac,UPS,OJ734325341,TRK69116328,04/05/2020,2020-04-05,18-04-2020,2020-04-18,N/A,2020-04-09,Returned,NULL,4,4,1360.0 g,44.56 kg,42x47x9 cm,42x47x9 cm,"Chicago, TX","7945 Elm St, Chicago, TX 38251",Chicago,Chicago,TX,TX,,JP,NaN,0,Neighbor,Recipient,Call before delivery,null,Yes,0,1,,
DEL0004252,DEL0004252,ORD0002307,ORD0002307,CUST001206,CUST001206,fedex,FedEx,PN906990412,TRK76070349,11/21/2022,2022-11-21,2022-12-03,2022-12-03,2022-11-29,2022-11-29,,NULL,2,1,7.53 kg,41.73 kg,46x26x14 cm,46x26x14 cm,"Los Angeles, IL","3648 Main St, Los Angeles, IL 88720",Los Angeles,Los Angeles,IL,IL,United States,US,true,1,Recipient,Left at door,,Yes,Yes,yes,Yes,Not delivered,
DEL0004253,DEL0004253,ORD0003583,ORD0003583,CUST001848,CUST001848,dhl,DHL,YL868144405,TRK63498835,2020-08-15,2020-08-15,08/17/2020,2020-08-17,2020-08-17,2020-08-17,pending,Delivered,2,4,35.22,18.94 kg,20x60x14 cm,20x60x14 cm,"7560 Main St, Jacksonville, IL 60105","Jacksonville, IL",Jacksonville,Jacksonville,null,IL,United States,FR,1,N,Reception,Left at door,Leave at door,Yes,Yes,N,TRUE,,
DEL0004254,DEL0004254,ORD0004452,ORD0004452,CUST001471,CUST001471,Amazon Logistics,FedEx,YU477973905,TRK53995360,23-02-2022,2022-02-23,03/05/2022,2022-03-05,2022-03-09,2022-03-09,Pending,In Transit,3,4,2.48 kg,null,57x30x18 cm,57x30x18 cm,"2892 Main St, Los Angeles, IL 62877",NULL,Los Angeles,Los Angeles,IL,IL,USA,GB,Y,Y,,,Leave at door,No,No,N,TRUE,,
DEL0004255,DEL0004255,ORD0001024,ORD0001024,CUST001740,CUST001740,OnTrac,FedEx,KF162504625,TRK91517273,2022-01-06,,12-01-2022,2022-01-12,2022-01-19,2022-01-19,in_transit,Returned,1,1,7.13 kg,26620.0 g,17x11x26 cm,17x11x26 cm,,"3297 Oak St, New York, CA 63677",New York,New York,CA,CA,NULL,JP,N,true,Reception,,Fragile,No,No,No,yes,Changed mind,
DEL0004256,DEL0004256,ORD0001207,ORD0001207,CUST001362,CUST001362,N/A,UPS,ZF131560003,TRK54799857,2023-12-09,2023-12-09,12-12-2023,2023-12-12,12/12/2023,2023-12-12,Pending,Returned,5,1,890.0 g,12.98,27x54x16 cm,,"New York, FL",null,New York,New York,FL,FL,United States of America,NULL,No,N,Neighbor,Recipient,Fragile,Yes,Yes,1,Yes,Not delivered,
DEL0004257,DEL0004257,ORD0003023,ORD0003023,CUST001227,CUST001227,OnTrac,FedEx,TW988678737,TRK20373624,11-12-2022,2022-12-11,12/17/2022,2022-12-17,,2022-12-20,Delivered,Failed,N/A,5,1.81 kg,5.68 kg,NULL,19x12x17 cm,"Chcago, TX","6054 Elm St, Chcago, TX 91461",Chcago,Chcago,TX,TX,USA,GB,Y,yes,Recipient,Recipient,∑ emoji 📦,No,N/A,1,yes,,
DEL0004258,DEL0004258,ORD0003325,ORD0003325,CUST000244,CUST000244,OnTrac,USPS,FV320588222,TRK92065544,2021-06-04,2021-06-04,2021-06-18,2021-06-18,NaN,2021-06-01,Failed,In Transit,2,5,29.37 kg,44430.0 g,42x30x25 cm,42x30x25 cm,"Tokyoo, NY",2520 Ave Tokyoo,Tokyoo,Tokyoo,NY,NY,US,US,Yes,N,Recipient,Neighbor,Call before delivery,Yes,Yes,true,true,Wrong item,
DEL0004259,DEL0004259,ORD0004308,ORD0004308,CUST001452,CUST001452,dhl,FedEx,ZT646445015,TRK87073828,2021-03-10,2021-03-10,NULL,2021-03-19,03/19/2021,,Delivered,Delivered,4,1,36.84 kg,35.64,31x27x19 cm,31x27x19 cm,1081 Ln Dallas,"Dallas, CA",Dallas,Dallas,CA,CA,USA,DE,yes,1,,Recipient,Leave at door,Yes,Yes,NULL,N,,
DEL0004260,DEL0004260,ORD0000575,ORD0000575,CUST000361,NaN,fedex,FedEx,YM361933151,NULL,06/19/2023,2023-06-19,28-06-2023,2023-06-28,06/29/2023,N/A,Failed,In Transit,5,4,28.73 lbs,39.79,51x14x14 cm,51x14x14 cm,"9060 Elm St, San Jose, IL 10645",N/A,San Jose,San Jose,IL,IL,USA,DE,0,Y,N/A,Neighbor,NaN,No,No,1,false,,
DEL0004261,DEL0004261,ORD0004930,ORD0004930,CUST001712,CUST001712,null,FedEx,VR769310285,TRK64943828,16-08-2023,2023-08-16,2023-08-27,2023-08-27,2023-09-05,2023-09-05,delivered,Delivered,3,N/A,37.79,15260.0 g,40x57x17 cm,40x57x17 cm,"1523 Main St, Austin, CA 22613",1825 Blvd Austin,Austin,Austin,CA,CA,US,DE,false,TRUE,Left at door,Left at door,<br/>handle with care,No,No,N,false,Quality issue,
DEL0004262,DEL0004262,ORD0001857,ORD0001857,CUST000736,CUST000736,Amazon Logistics,USPS,WO771592411,TRK77957125,24-01-2022,2022-01-24,01-02-2022,2022-02-01,,2022-01-31,delivered,Delivered,5,3,20990.0 g,1.73 kg,22x56x12 cm,22x56x12 cm,"Jacksonville, CA",null,Jacksonville,Jacksonville,CA,CA,United States,NaN,1,Y,,,Fragile,Yes,Yes,no,0,Changed mind,
DEL0004263,DEL0004263,ORD0000257,ORD0000257,CUST001940,,Amazon Logistics,FedEx,DL661879148,,2023-03-16,2023-03-16,23-03-2023,2023-03-23,03/22/2023,2023-03-22,Pending,In Transit,1,1,60.64 lbs,19.44,48x31x7 cm,48x31x7 cm,427 Ln Sydeny,2754 Ln Sydeny,Sydeny,Sydeny,CA,CA,USA,GB,FALSE,yes,N/A,Left at door,,Yes,Yes,TRUE,,Wrong item,
DEL0004264,DEL0004264,ORD0002798,ORD0002798,CUST001774,CUST001774,USPS,FedEx,GF327064507,TRK31616923,2020-06-29,,2020-07-09,2020-07-09,,2020-07-16,pending,Delivered,1,5,25560.0 g,25040.0 g,39x21x14 cm,39x21x14 cm,9472 Ln Sydeny,Sydeny,Sydeny,Sydeny,TX,TX,USA,FR,0,N,,,Fragile,No,No,FALSE,0,Changed mind,
DEL0004265,DEL0004265,ORD0003452,NaN,CUST001044,CUST001044,DHL,DHL,QQ308821986,TRK86271618,04-11-2021,2021-11-04,14-11-2021,2021-11-14,2021-10-31,2021-10-31,Failed,Failed,1,4,16.68,11.51,8x56x29 cm,8x56x29 cm,"Chcago, CA",7013 Dr Chcago,Chcago,Chcago,CA,CA,USA,,no,no,N/A,Neighbor,Call before delivery,null,Yes,0,Yes,Quality issue,
DEL0004266,DEL0004266,ORD0001962,ORD0001962,CUST001778,CUST001778,OnTrac,UPS,FV701732162,TRK24962530,07/12/2023,,07/15/2023,2023-07-15,07/11/2023,2023-07-11,Delivered,Delivered,2,3,23.25,39.61 kg,5x15x20 cm,5x15x20 cm,"Londn, AZ",Londn,Londn,Londn,,AZ,U.S.A,US,TRUE,no,Recipient,null,Call before delivery,Yes,Yes,1,Yes,Damaged,
DEL0004267,DEL0004267,ORD0003072,ORD0003072,null,,FedEx,FedEx,MV337319523,TRK62582589,2021-03-12,null,03/26/2021,2021-03-26,03/17/2021,,In Transit,Returned,2,1,8210.0 g,37.62,38x10x7 cm,38x10x7 cm,5803 Ave Chcago,Chcago,Chcago,Chcago,AZ,AZ,usa,,no,TRUE,,,Leave at door,Yes,Yes,Y,null,,
DEL0004268,DEL0004268,ORD9448518,ORD9448518,CUST000554,CUST000554,Amazon Logistics,USPS,YX422233098,TRK39307135,22-09-2023,2023-09-22,2023-10-02,2023-10-02,2023-10-11,2023-10-11,Pending,Failed,4,2,3.32 kg,1.92 kg,14x13x10 cm,14x13x10 cm,"Sydeny, CA","Sydeny, CA",Sydeny,Sydeny,CA,CA,U.S.A,DE,N,FALSE,Neighbor,,Ring bell,No,No,Yes,FALSE,Wrong item,
DEL0004269,DEL0004269,ORD0002204,ORD0002204,CUST001603,CUST001603,fedex,DHL,KH412402552,,2021-10-15,2021-10-15,2021-10-22,2021-10-22,2021-10-28,2021-10-28,in_transit,In Transit,5,1,65.27 lbs,45.16 kg,46x53x19 cm,46x53x19 cm,1825 Dr San Jose,8300 Ave San Jose,San Jose,null,FL,FL,United States of America,N/A,No,0,Left at door,Recipient,∑ emoji 📦,No,No,1,true,,
DEL0004270,DEL0004270,ORD0002556,ORD0002556,CUST001416,CUST001416,USPS,DHL,YR357430384,TRK91066114,01-02-2021,2021-02-01,2021-02-09,2021-02-09,2021-02-03,2021-02-03,Lost,Delivered,5,null,20.73 lbs,1.71 kg,17x56x21 cm,17x56x21 cm,NULL,"New York, IL",New York,New York,IL,IL,US,US,false,no,,Left at door,Leave at door,Yes,Yes,Y,0,,
DEL0004271,DEL0004271,ORD0002068,ORD0002068,CUST000032,CUST000032,dhl,UPS,SX420485904,TRK59097381,08/14/2023,2023-08-14,22-08-2023,2023-08-22,08/27/2023,2023-08-27,Delivered,Failed,5,3,71.4 lbs,13.38 lbs,10x9x8 cm,10x9x8 cm,2957 Ave Austin,6617 Blvd Austin,Austin,Austin,TX,TX,USA,FR,no,no,N/A,Recipient,∑ emoji 📦,No,No,Y,0,Wrong item,
DEL0004272,,ORD0002721,ORD0002721,CUST000183,CUST000183,OnTrac,NaN,,TRK62641914,18-03-2022,2022-03-18,03/20/2022,2022-03-20,,2022-04-05,Out for Delivery,Failed,2,3,24.45 kg,1.36 kg,38x14x25 cm,38x14x25 cm,4578 Ln San Antonio,San Antonio,San Antonio,San Antonio,FL,N/A,USA,GB,0,FALSE,N/A,Recipient,Call before delivery,No,No,NaN,1,Wrong item,
DEL0003400,DEL0004273,ORD0001695,ORD0001695,CUST001536,NULL,USPS,DHL,KT148987926,TRK78987588,08/27/2020,2020-08-27,08/28/2020,2020-08-28,09/08/2020,2020-09-08,Out for Delivery,Failed,1,3,12470.0 g,30940.0 g,50x38x29 cm,50x38x29 cm,3371 Blvd San Jose,"San Jose, CA",San Jose,San Jose,,CA,United States,GB,yes,yes,Reception,,<br/>handle with care,No,No,FALSE,true,Wrong item,
DEL0004274,,ORD0002639,ORD0002639,CUST000609,CUST000609,FedEx,USPS,HP445610321,TRK50013760,2021-05-03,2021-05-03,2021-05-09,,2021-05-17,2021-05-17,Lost,Returned,,4,36.39 kg,42.82 lbs,9x30x30 cm,9x30x30 cm,5265 Dr New Yrok,2358 Dr New Yrok,NULL,New Yrok,PA,PA,United States,US,N,N/A,null,Neighbor,Ring bell,No,No,false,NaN,Changed mind,
DEL0004275,DEL0004275,ORD0004038,ORD0004038,CUST000814,CUST000814,fedex,UPS,VM536185751,TRK10017672,2023-09-17,2023-09-17,29-09-2023,2023-09-29,09/29/2023,2023-09-29,in_transit,Failed,4,1,29.03 kg,20250.0 g,28x59x17 cm,28x59x17 cm,"798 Park St, Sydeny, TX 30404","4318 Elm St, Sydeny, TX 84107",Sydeny,Sydeny,TX,TX,United States of America,US,Yes,No,N/A,Left at door,Call before delivery,Yes,Yes,no,FALSE,NaN,
DEL0004276,DEL0004276,ORD0001800,ORD0001800,CUST001133,CUST001133,ups,DHL,LS929612979,TRK29968612,02/20/2022,2022-02-20,2022-02-28,2022-02-28,,2022-02-24,Pending,Returned,1,2,10.52 lbs,30.71,48x41x28 cm,48x41x28 cm,3916 Ln Phoenix,"Phoenix, TX",NaN,Phoenix,TX,TX,usa,GB,no,no,Reception,Left at door,,Yes,Yes,true,0,Changed mind,
DEL0004277,DEL0004277,ORD0004456,ORD0004456,CUST001662,CUST001662,LaserShip,FedEx,CK490644534,,15-01-2022,2022-01-15,16-01-2022,2022-01-16,2022-02-04,2022-02-04,pending,Returned,2,5,,21.19 lbs,13x39x22 cm,13x39x22 cm,"Sydeny, TX","Sydeny, TX",Sydeny,Sydeny,TX,TX,USA,US,0,0,Left at door,Left at door,Fragile,No,No,0,true,Quality issue,
DEL0004278,DEL0004278,ORD0000194,ORD0000194,CUST000900,CUST000900,FedEx,UPS,TV985297878,TRK91449900,05/19/2023,2023-05-19,05/21/2023,2023-05-21,2023-06-05,2023-06-05,in_transit,Failed,null,2,22.49 lbs,15.06 kg,17x19x20 cm,17x19x20 cm,"Philadelphia, CA","3478 Main St, Philadelphia, CA 29124",Philadelphia,Philadelphia,CA,CA,United States of America,null,1,TRUE,Reception,Left at door,<br/>handle with care,No,No,N,FALSE,Changed mind,
DEL0004279,NaN,null,ORD0001095,CUST001399,CUST001399,DHL,UPS,JZ944779228,TRK87524080,02-07-2021,2021-07-02,12-07-2021,2021-07-12,07/20/2021,2021-07-20,In Transit,NULL,3,1,107.65 lbs,35040.0 g,6x22x23 cm,6x22x23 cm,5669 Ave Houston,"Houston, CA",Houston,Houston,CA,CA,US,JP,false,N,Neighbor,Neighbor,∑ emoji 📦,No,No,Y,Y,Quality issue,
DEL0004280,DEL0004280,ORD0003165,ORD0003165,CUST001100,CUST001100,ups,DHL,FK857177180,TRK11637381,12/05/2023,2023-12-05,12/09/2023,2023-12-09,null,2023-12-16,Returned,In Transit,3,5,19.5,N/A,14x54x14 cm,14x54x14 cm,"San Diego, CA","708 Main St, San Diego, CA 25145",San Diego,San Diego,CA,,United States of America,JP,yes,FALSE,Recipient,Neighbor,Fragile,No,No,1,Yes,Wrong item,
DEL0004281,DEL0004281,ORD0001125,ORD0001125,CUST001976,CUST001976,Amazon Logistics,FedEx,NULL,TRK33976139,2020-06-19,2020-06-19,21-06-2020,2020-06-21,2020-06-24,,Delivered,NULL,1,2,40.49 kg,17.32 kg,54x41x10 cm,54x41x10 cm,1964 Ave San Antonio,San Antonio,San Antonio,San Antonio,,CA,United States of America,JP,no,No,Recipient,Recipient,,No,No,TRUE,TRUE,Wrong item,
DEL0004282,DEL0004282,ORD0004015,ORD0004015,CUST001039,CUST001039,fedex,USPS,UM693634747,TRK40333779,12-07-2021,2021-07-12,2021-07-16,2021-07-16,2021-07-12,2021-07-12,Out for Delivery,NULL,2,4,41440.0 g,2.03 lbs,29x10x5 cm,29x10x5 cm,1740 Ave San Diego,"San Diego, TX",San Diego,San Diego,TX,TX,United States of America,DE,true,no,Reception,Neighbor,,Yes,Yes,1,No,Quality issue,
DEL0004283,DEL0004283,ORD0001549,ORD0001549,CUST001800,,Amazon Logistics,UPS,YE261094671,null,19-10-2022,2022-10-19,10/30/2022,2022-10-30,,2022-10-27,Failed,Returned,,3,24.16 kg,47.51,15x20x27 cm,15x20x27 cm,Phoenix,Phoenix,Phoenix,Phoenix,TX,TX,United States of America,DE,N,1,Neighbor,Left at door,<br/>handle with care,Yes,Yes,true,yes,Wrong item,
DEL0004284,DEL0004284,ORD0004834,ORD0004834,CUST000465,CUST000465,dhl,USPS,HX931612905,TRK77012099,29-07-2023,2023-07-29,2023-08-07,2023-08-07,2023-08-01,,Failed,Returned,5,NULL,20.53 kg,11250.0 g,45x35x6 cm,45x35x6 cm,453 Ave Chcago,Chcago,Chcago,Chcago,TX,TX,USA,IN,false,FALSE,N/A,,∑ emoji 📦,Yes,Yes,No,no,Wrong item,NaN
DEL0004285,DEL0004285,ORD0002264,ORD0002264,CUST001518,CUST001518,ups,UPS,KE827095766,TRK35196650,05/23/2022,N/A,2022-06-03,2022-06-03,05/28/2022,2022-05-28,Failed,In Transit,1,1,41340.0 g,7.22 kg,NULL,15x16x6 cm,"2375 Lake St, Phoenix, TX 84133",6709 Blvd Phoenix,Phoenix,Phoenix,TX,TX,,DE,Y,TRUE,null,Neighbor,Fragile,Yes,Yes,Yes,FALSE,N/A,
DEL0004286,DEL0004286,ORD0004722,ORD0004722,CUST000392,CUST000392,dhl,UPS,RC121622804,TRK31846099,NaN,2021-08-22,2021-08-31,2021-08-31,2021-09-07,2021-09-07,pending,Returned,3,4,24.41 lbs,8130.000000000001 g,9x22x29 cm,9x22x29 cm,"Los Angeles, NY","Los Angeles, NY",Los Angeles,N/A,NY,NY,US,JP,N,No,,,Ring bell,No,No,0,yes,Quality issue,
DEL0004287,DEL0004287,ORD0004962,ORD0004962,CUST001341,CUST001341,FedEx,DHL,PJ931647578,TRK88269705,2023-02-07,2023-02-07,02/17/2023,2023-02-17,2023-02-25,2023-02-25,In Transit,Failed,5,2,21.31,9.65,11x43x7 cm,11x43x7 cm,"Jacksonville, TX",7988 Blvd Jacksonville,Jacksonville,Jacksonville,TX,TX,US,FR,1,false,Reception,Recipient,<br/>handle with care,No,No,FALSE,FALSE,Damaged,
DEL0004288,DEL0004288,ORD0004562,ORD0004562,CUST000368,CUST000368,Amazon Logistics,FedEx,TO890028002,TRK71130891,NULL,2021-01-06,2021-01-18,2021-01-18,2021-01-22,,pending,Returned,1,NaN,42.28 kg,12.94 lbs,7x43x10 cm,7x43x10 cm,"Jacksonville, CA",N/A,Jacksonville,Jacksonville,CA,CA,United States,FR,false,1,N/A,,null,No,No,0,No,,
DEL0004289,null,ORD0001070,ORD0001070,CUST001668,CUST001668,fedex,USPS,OO664432854,TRK80333507,10/09/2020,2020-10-09,10/16/2020,2020-10-16,10/22/2020,2020-10-22,DELIVERED,Failed,5,3,1070.0 g,7.92 kg,6x59x12 cm,6x59x12 cm,"Sydeny, CA",5047 Ave Sydeny,Sydeny,Sydeny,CA,CA,US,DE,N/A,FALSE,Neighbor,Left at door,Leave at door,No,No,yes,0,Damaged,NaN
DEL0004290,DEL0004290,ORD0000185,ORD0000185,CUST001101,CUST001101,DHL,USPS,JD572832282,TRK23949601,05/05/2020,2020-05-05,2020-05-08,2020-05-08,2020-05-13,2020-05-13,In Transit,Delivered,N/A,5,N/A,10.23 lbs,27x51x22 cm,27x51x22 cm,"3816 Main St, Sydeny, NY 23572","Sydeny, NY",Sydeny,Sydeny,NY,NY,US,GB,FALSE,TRUE,Neighbor,,,NULL,No,TRUE,TRUE,,
DEL0004291,DEL0004291,ORD0002652,ORD0002652,N/A,CUST001542,UPS,DHL,MF763180424,NaN,12/29/2020,2020-12-29,01/04/2021,2021-01-04,2021-01-04,2021-01-04,Failed,In Transit,2,3,11290.0 g,,38x42x13 cm,38x42x13 cm,San Franciso,"1478 Elm St, San Franciso, TX 82547",San Franciso,San Franciso,TX,TX,USA,IN,yes,No,Recipient,,∑ emoji 📦,Yes,Yes,NaN,FALSE,Wrong item,
DEL0004292,DEL0004292,ORD0003951,NULL,CUST001754,CUST001754,FedEx,USPS,TF389028739,TRK66684915,N/A,2022-01-20,01/28/2022,2022-01-28,2022-01-23,,pending,Returned,2,1,15.02,21.79 kg,38x26x19 cm,38x26x19 cm,"6846 Oak St, Chicago, FL 39231","670 Main St, Chicago, FL 42677",Chicago,Chicago,FL,FL,United States,FR,TRUE,NaN,Recipient,Left at door,,,Yes,N,0,Changed mind,
DEL0004293,DEL0004293,ORD0002143,ORD0002143,CUST000314,CUST000314,UPS,DHL,OL949882970,TRK65603085,07/10/2021,2021-07-10,2021-07-15,2021-07-15,2021-07-29,2021-07-29,In Transit,Delivered,2,2,43.83,NULL,34x37x23 cm,34x37x23 cm,New York,"3575 Elm St, New York, CA 90035",New York,New York,CA,CA,usa,IN,FALSE,N,Recipient,Recipient,Fragile,No,No,null,no,Not delivered,
DEL0004294,DEL0004294,ORD0001299,ORD0001299,CUST000083,CUST000083,ups,UPS,null,TRK23870954,24-07-2023,2023-07-24,2023-07-26,2023-07-26,08/12/2023,2023-08-12,Delivered,Delivered,1,4,110.21 lbs,68.29 lbs,49x58x9 cm,49x58x9 cm,"San Antonio, FL","6789 Oak St, San Antonio, FL 42941",San Antonio,San Antonio,FL,FL,USA,IN,false,0,Recipient,Neighbor,Ring bell,No,No,TRUE,false,Wrong item,
DEL0004295,DEL0004295,ORD0002130,ORD0002130,CUST001767,CUST001767,UPS,UPS,BX214250641,TRK38954991,11/03/2022,2022-11-03,11/06/2022,2022-11-06,NULL,2022-11-08,pending,In Transit,2,4,49810.0 g,13.79,32x10x20 cm,32x10x20 cm,"3551 Lake St, Philadelphia, TX 54764",Philadelphia,Philadelphia,Philadelphia,TX,TX,United States,IN,TRUE,,Neighbor,,<br/>handle with care,No,No,0,Yes,Quality issue,
DEL0004296,DEL0004296,ORD0000570,ORD0000570,CUST001192,CUST001192,fedex,UPS,NW448188657,TRK80794777,20-01-2020,2020-01-20,01/26/2020,2020-01-26,2020-01-24,2020-01-24,delivered,Delivered,4,3,80.64 lbs,81.76 lbs,24x53x29 cm,24x53x29 cm,Chcago,,Chcago,Chcago,TX,TX,USA,US,true,Y,N/A,,Ring bell,Yes,Yes,Y,1,,
DEL0004297,DEL0004297,ORD0000840,ORD0000840,CUST000419,CUST000419,FedEx,FedEx,IN201550981,TRK18732787,2020-05-22,2020-05-22,26-05-2020,2020-05-26,05/22/2020,2020-05-22,In Transit,Returned,4,2,6.09 lbs,14560.0 g,49x30x9 cm,49x30x9 cm,"682 Oak St, San Antonio, TX 76463","7382 Oak St, San Antonio, TX 52119",NULL,San Antonio,TX,TX,US,GB,N,no,N/A,,<br/>handle with care,Yes,Yes,null,TRUE,Not delivered,
DEL0004298,DEL0004298,ORD0001231,ORD0001231,CUST000948,CUST000948,USPS,UPS,GX836739932,TRK91121255,10-09-2023,2023-09-10,17-09-2023,2023-09-17,2023-09-25,2023-09-25,null,Returned,2,5,26.06,5.66 kg,21x49x20 cm,21x49x20 cm,"San Jose, TX","San Jose, TX",San Jose,NaN,NULL,TX,United States,IN,false,false,N/A,Left at door,Leave at door,No,No,No,N,Wrong item,
DEL0004299,DEL0004299,ORD0003673,ORD0003673,CUST000495,CUST000495,UPS,DHL,XO278279403,TRK93404210,12/17/2021,2021-12-17,18-12-2021,2021-12-18,2021-12-23,2021-12-23,delivered,Failed,4,4,44620.0 g,56.96 lbs,56x56x2 cm,56x56x2 cm,1959 Dr San Franciso,,San Franciso,San Franciso,TX,TX,US,JP,N,true,,,Leave at door,No,No,No,TRUE,Wrong item,
DEL0004300,,ORD9897177,ORD9897177,CUST001915,CUST001915,NULL,USPS,NaN,TRK74684602,29-05-2023,2023-05-29,31-05-2023,2023-05-31,05/31/2023,,delivered,Failed,4,3,16219.999999999998 g,51.24 lbs,24x47x24 cm,24x47x24 cm,"4066 Main St, San Jose, AZ 10442","1773 Oak St, San Jose, AZ 25751",San Jose,San Jose,AZ,AZ,United States,DE,false,0,Recipient,Neighbor,Call before delivery,Yes,Yes,false,,,
DEL0004301,DEL0004301,ORD0001542,ORD0001542,CUST000105,CUST000105,OnTrac,UPS,CN252353506,TRK17084183,2023-05-19,2023-05-19,2023-06-01,2023-06-01,05/17/2023,,Pending,Delivered,4,1,106.61 lbs,9.26,46x31x23 cm,46x31x23 cm,San Antonio,"San Antonio, NY",San Antonio,San Antonio,NY,NY,United States of America,GB,FALSE,true,N/A,Left at door,,Yes,Yes,1,true,Not delivered,
DEL0004302,DEL0004302,NaN,ORD0002203,CUST000947,CUST000947,fedex,DHL,N/A,TRK68053452,11-11-2023,2023-11-11,2023-11-15,2023-11-15,,,Delivered,Failed,4,4,,22.4,18x19x23 cm,18x19x23 cm,"9644 Elm St, San Diego, CA 98145","4101 Park St, San Diego, CA 68876",San Diego,San Diego,CA,CA,null,US,true,1,Recipient,Left at door,Ring bell,No,No,FALSE,no,Wrong item,
DEL0004303,DEL0004303,ORD0001336,ORD0001336,CUST000563,CUST000563,DHL,USPS,VW771785621,TRK36603770,2021-04-03,2021-04-03,04/07/2021,2021-04-07,2021-04-17,2021-04-17,DELIVERED,Delivered,5,5,54.24 lbs,23.42,44x35x26 cm,44x35x26 cm,Chcago,NaN,Chcago,Chcago,NY,NY,,FR,No,NaN,,,Ring bell,No,No,No,0,Quality issue,
DEL0004304,DEL0004304,ORD0001957,ORD0001957,N/A,CUST000148,FedEx,USPS,EU174826699,TRK98477225,10-06-2023,N/A,06/12/2023,2023-06-12,2023-06-25,2023-06-25,Lost,Failed,4,4,4.06,45.56 kg,46x36x6 cm,46x36x6 cm,"8865 Elm St, Sydeny, CA 87286",6296 Ave Sydeny,Sydeny,Sydeny,CA,CA,usa,IN,FALSE,yes,,Left at door,N/A,No,No,Y,Yes,Changed mind,
DEL0004305,DEL0004305,ORD0001306,ORD0001306,CUST000253,CUST000253,FedEx,USPS,AW477201182,TRK81033923,2020-01-19,2020-01-19,01/20/2020,2020-01-20,01/20/2020,2020-01-20,in_transit,Returned,4,NaN,35.64,95.61 lbs,49x56x16 cm,49x56x16 cm,"4634 Lake St, Londn, TX 70285","Londn, TX",Londn,Londn,TX,NaN,United States,DE,No,yes,,Left at door,Ring bell,Yes,Yes,true,Yes,Quality issue,
